date,account_id,institution,currency,native_balance,usd_balance,threshold_usd_value,balance_source,evidence_class,confidence,source_refs,notes,review_flags
2025-04-21,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9950000,2636.73,2636.725478,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-04-22,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9950000,2636.73,2636.725478,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-04-23,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9950000,2636.73,2636.725478,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-04-24,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9950000,2636.73,2636.725478,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-04-25,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9950000,2636.73,2636.725478,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-04-26,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9950000,2636.73,2636.725478,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-04-27,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9950000,2636.73,2636.725478,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-04-28,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9950000,2636.73,2636.725478,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-04-29,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9950000,2636.73,2636.725478,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-04-30,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9930000,2631.43,2631.425528,observed,transaction,high,fictional-orbit-q2.pdf:p1:l9,"Selected last monetary value on line: $9,930,000; ISO/date-first numeric date; Recognized source-bound COP Fecha Descripción Movimiento Tarjeta Débito Abono Saldo table; selected the final currency-marked Saldo value.; Whole-COP comma grouping accepted only in the confirmed, source-bound COP Saldo table context.",
2025-05-01,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9930000,2631.43,2631.425528,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-05-02,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9930000,2631.43,2631.425528,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-05-03,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9930000,2631.43,2631.425528,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-05-04,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9930000,2631.43,2631.425528,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-05-05,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9930000,2631.43,2631.425528,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-05-06,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9930000,2631.43,2631.425528,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-05-07,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9930000,2631.43,2631.425528,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-05-08,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9930000,2631.43,2631.425528,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-05-09,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9930000,2631.43,2631.425528,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-05-10,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9930000,2631.43,2631.425528,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-05-11,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9930000,2631.43,2631.425528,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-05-12,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9930000,2631.43,2631.425528,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-05-13,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9930000,2631.43,2631.425528,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-05-14,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9930000,2631.43,2631.425528,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-05-15,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9930000,2631.43,2631.425528,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-05-16,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9930000,2631.43,2631.425528,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-05-17,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9930000,2631.43,2631.425528,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-05-18,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9930000,2631.43,2631.425528,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-05-19,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9930000,2631.43,2631.425528,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-05-20,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9930000,2631.43,2631.425528,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-05-21,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9930000,2631.43,2631.425528,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-05-22,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9930000,2631.43,2631.425528,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-05-23,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9930000,2631.43,2631.425528,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-05-24,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9930000,2631.43,2631.425528,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-05-25,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9930000,2631.43,2631.425528,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-05-26,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9930000,2631.43,2631.425528,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-05-27,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9930000,2631.43,2631.425528,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-05-28,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9930000,2631.43,2631.425528,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-05-29,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9930000,2631.43,2631.425528,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-05-30,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9930000,2631.43,2631.425528,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-05-31,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9940000,2634.08,2634.075503,observed,transaction,high,fictional-orbit-q2.pdf:p1:l10,"Selected last monetary value on line: $9,940,000; ISO/date-first numeric date; Recognized source-bound COP Fecha Descripción Movimiento Tarjeta Débito Abono Saldo table; selected the final currency-marked Saldo value.; Whole-COP comma grouping accepted only in the confirmed, source-bound COP Saldo table context.",
2025-06-01,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9940000,2634.08,2634.075503,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l10,No same-day balance found; carried forward most recent observed account balance.,
2025-06-02,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9940000,2634.08,2634.075503,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l10,No same-day balance found; carried forward most recent observed account balance.,
2025-06-03,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9940000,2634.08,2634.075503,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l10,No same-day balance found; carried forward most recent observed account balance.,
2025-06-04,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9940000,2634.08,2634.075503,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l10,No same-day balance found; carried forward most recent observed account balance.,
2025-06-05,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9940000,2634.08,2634.075503,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l10,No same-day balance found; carried forward most recent observed account balance.,
2025-06-06,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9940000,2634.08,2634.075503,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l10,No same-day balance found; carried forward most recent observed account balance.,
2025-06-07,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9940000,2634.08,2634.075503,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l10,No same-day balance found; carried forward most recent observed account balance.,
2025-06-08,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9940000,2634.08,2634.075503,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l10,No same-day balance found; carried forward most recent observed account balance.,
2025-06-09,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9940000,2634.08,2634.075503,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l10,No same-day balance found; carried forward most recent observed account balance.,
2025-06-10,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9940000,2634.08,2634.075503,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l10,No same-day balance found; carried forward most recent observed account balance.,
2025-06-11,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9940000,2634.08,2634.075503,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l10,No same-day balance found; carried forward most recent observed account balance.,
2025-06-12,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9940000,2634.08,2634.075503,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l10,No same-day balance found; carried forward most recent observed account balance.,
2025-06-13,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9940000,2634.08,2634.075503,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l10,No same-day balance found; carried forward most recent observed account balance.,
2025-06-14,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9940000,2634.08,2634.075503,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l10,No same-day balance found; carried forward most recent observed account balance.,
2025-06-15,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9925000,2630.1,2630.10054,observed,transaction,high,fictional-orbit-q2.pdf:p1:l11,"Selected last monetary value on line: $9,925,000; ISO/date-first numeric date; Recognized source-bound COP Fecha Descripción Movimiento Tarjeta Débito Abono Saldo table; selected the final currency-marked Saldo value.; Whole-COP comma grouping accepted only in the confirmed, source-bound COP Saldo table context.",
2025-06-16,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9925000,2630.1,2630.10054,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l11,No same-day balance found; carried forward most recent observed account balance.,
2025-06-17,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9925000,2630.1,2630.10054,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l11,No same-day balance found; carried forward most recent observed account balance.,
2025-06-18,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9925000,2630.1,2630.10054,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l11,No same-day balance found; carried forward most recent observed account balance.,
2025-06-19,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9925000,2630.1,2630.10054,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l11,No same-day balance found; carried forward most recent observed account balance.,
2025-06-20,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9925000,2630.1,2630.10054,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l11,No same-day balance found; carried forward most recent observed account balance.,
2025-06-21,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9925000,2630.1,2630.10054,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l11,No same-day balance found; carried forward most recent observed account balance.,
2025-06-22,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9925000,2630.1,2630.10054,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l11,No same-day balance found; carried forward most recent observed account balance.,
2025-06-23,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9925000,2630.1,2630.10054,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l11,No same-day balance found; carried forward most recent observed account balance.,
2025-06-24,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9925000,2630.1,2630.10054,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l11,No same-day balance found; carried forward most recent observed account balance.,
2025-06-25,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9925000,2630.1,2630.10054,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l11,No same-day balance found; carried forward most recent observed account balance.,
2025-06-26,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9925000,2630.1,2630.10054,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l11,No same-day balance found; carried forward most recent observed account balance.,
2025-06-27,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9925000,2630.1,2630.10054,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l11,No same-day balance found; carried forward most recent observed account balance.,
2025-06-28,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9925000,2630.1,2630.10054,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l11,No same-day balance found; carried forward most recent observed account balance.,
2025-06-29,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9925000,2630.1,2630.10054,carried-forward,carried-forward,medium,fictional-orbit-q2.pdf:p1:l11,No same-day balance found; carried forward most recent observed account balance.,
2025-06-30,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9960000,2639.38,2639.375454,observed,transaction,high,fictional-orbit-q2.pdf:p1:l12,"Selected last monetary value on line: $9,960,000; ISO/date-first numeric date; Recognized source-bound COP Fecha Descripción Movimiento Tarjeta Débito Abono Saldo table; selected the final currency-marked Saldo value.; Whole-COP comma grouping accepted only in the confirmed, source-bound COP Saldo table context.",
2025-07-01,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9975000,2643.35,2643.350417,observed,transaction,high,fictional-orbit-q3.pdf:p1:l8,"Selected last monetary value on line: $9,975,000; ISO/date-first numeric date; Recognized source-bound COP Fecha Descripción Movimiento Tarjeta Débito Abono Saldo table; selected the final currency-marked Saldo value.; Whole-COP comma grouping accepted only in the confirmed, source-bound COP Saldo table context.",
2025-07-02,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9975000,2643.35,2643.350417,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-07-03,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9975000,2643.35,2643.350417,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-07-04,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9975000,2643.35,2643.350417,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-07-05,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9975000,2643.35,2643.350417,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-07-06,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9975000,2643.35,2643.350417,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-07-07,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9975000,2643.35,2643.350417,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-07-08,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9975000,2643.35,2643.350417,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-07-09,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9975000,2643.35,2643.350417,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-07-10,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9975000,2643.35,2643.350417,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-07-11,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9975000,2643.35,2643.350417,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-07-12,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9975000,2643.35,2643.350417,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-07-13,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9975000,2643.35,2643.350417,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-07-14,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9975000,2643.35,2643.350417,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-07-15,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9975000,2643.35,2643.350417,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-07-16,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9975000,2643.35,2643.350417,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-07-17,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9975000,2643.35,2643.350417,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-07-18,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9975000,2643.35,2643.350417,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-07-19,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9975000,2643.35,2643.350417,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-07-20,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9975000,2643.35,2643.350417,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-07-21,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9975000,2643.35,2643.350417,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-07-22,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9975000,2643.35,2643.350417,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-07-23,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9975000,2643.35,2643.350417,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-07-24,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9975000,2643.35,2643.350417,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-07-25,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9975000,2643.35,2643.350417,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-07-26,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9975000,2643.35,2643.350417,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-07-27,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9975000,2643.35,2643.350417,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-07-28,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9975000,2643.35,2643.350417,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-07-29,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9975000,2643.35,2643.350417,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-07-30,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,9975000,2643.35,2643.350417,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l8,No same-day balance found; carried forward most recent observed account balance.,
2025-07-31,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,10000000,2649.98,2649.975355,observed,transaction,high,fictional-orbit-q3.pdf:p1:l9,"Selected last monetary value on line: $10,000,000; ISO/date-first numeric date; Recognized source-bound COP Fecha Descripción Movimiento Tarjeta Débito Abono Saldo table; selected the final currency-marked Saldo value.; Whole-COP comma grouping accepted only in the confirmed, source-bound COP Saldo table context.",
2025-08-01,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,10000000,2649.98,2649.975355,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-08-02,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,10000000,2649.98,2649.975355,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-08-03,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,10000000,2649.98,2649.975355,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-08-04,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,10000000,2649.98,2649.975355,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-08-05,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,10000000,2649.98,2649.975355,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-08-06,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,10000000,2649.98,2649.975355,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-08-07,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,10000000,2649.98,2649.975355,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-08-08,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,10000000,2649.98,2649.975355,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
2025-08-09,synthetic-demo-account-0042,Fictional Orbit Bank - Synthetic Demo Only,COP,10000000,2649.98,2649.975355,carried-forward,carried-forward,medium,fictional-orbit-q3.pdf:p1:l9,No same-day balance found; carried forward most recent observed account balance.,
